# Pu238In Pu239In Pu241In Pu242In Am241In Pu240In cPu238In cPu239In cPu240In cPu241In cPu242In cAm241In cPu238Out cPu239Out cPu240Out cPu241Out cPu242Out cAm241Out MAIn MAOut AmIn AmOut NpIn NpOut CmIn CmOut PuIn PuOut FissileIn FissileOut Pu238Out Pu239Out Pu240Out Pu241Out Pu242Out Am241Out tds_1__n__iter__
2.956862629e+00 5.499365851e+01 9.310997626e+00 1.301970166e+00 2.812021689e+00 2.862448938e+01 2.607000000e-03 4.925000000e-02 2.563000000e-02 7.574000000e-03 1.166000000e-03 3.275000000e-03 3.475000000e-03 2.504000000e-02 2.234000000e-02 1.080000000e-02 3.911000000e-03 1.742000000e-03 3.300000000e-01 3.900000000e-01 3.300000000e-01 2.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 8.950200000e-02 6.730800000e-02 6.348908404e-01 5.324775658e-01 5.162833541e-02 3.720211565e-01 3.319070541e-01 1.604564093e-01 5.810602009e-02 2.588102454e-02 14 
2.981619385e+00 5.892054722e+01 1.242593267e+01 4.719687446e+00 1.042923784e+00 1.990928950e+01 1.957000000e-03 3.929000000e-02 1.327000000e-02 7.525000000e-03 3.147000000e-03 1.452000000e-03 2.222000000e-03 1.711000000e-02 1.346000000e-02 7.604000000e-03 5.021000000e-03 8.620000000e-04 1.500000000e-01 3.600000000e-01 1.500000000e-01 2.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 6.664100000e-02 4.627900000e-02 7.024954608e-01 5.340219106e-01 4.801313771e-02 3.697141252e-01 2.908446596e-01 1.643077854e-01 1.084941334e-01 1.862615873e-02 15 
4.672908721e+00 4.463783724e+01 1.640741742e+01 9.150092226e+00 1.263887151e+00 2.386785724e+01 4.352000000e-03 4.223000000e-02 2.258000000e-02 1.410000000e-02 8.656000000e-03 2.614000000e-03 4.582000000e-03 2.288000000e-02 1.874000000e-02 1.151000000e-02 1.055000000e-02 1.828000000e-03 2.600000000e-01 5.800000000e-01 2.600000000e-01 4.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.600000000e-01 9.453200000e-02 7.009000000e-02 5.958828756e-01 4.906548723e-01 6.537309174e-02 3.264374376e-01 2.673705236e-01 1.642174347e-01 1.505207590e-01 2.608075332e-02 16 
4.188747891e+00 4.383261379e+01 2.170967341e+01 4.286301596e+00 2.444697430e+00 2.353796588e+01 3.309000000e-03 3.517000000e-02 1.888000000e-02 1.582000000e-02 3.440000000e-03 3.552000000e-03 4.234000000e-03 1.897000000e-02 1.497000000e-02 1.050000000e-02 6.805000000e-03 1.835000000e-03 3.600000000e-01 5.100000000e-01 3.600000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.017100000e-02 5.731400000e-02 6.360155168e-01 5.141850159e-01 7.387374812e-02 3.309837038e-01 2.611927278e-01 1.832013121e-01 1.187318980e-01 3.201661025e-02 17 
4.608201495e+00 5.682517427e+01 7.351500127e+00 3.063699314e+00 1.808794255e+00 2.634263054e+01 3.998000000e-03 5.008000000e-02 2.321000000e-02 5.885000000e-03 2.700000000e-03 2.183000000e-03 3.947000000e-03 2.484000000e-02 2.112000000e-02 1.002000000e-02 4.541000000e-03 1.347000000e-03 2.200000000e-01 3.900000000e-01 2.200000000e-01 2.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 8.805600000e-02 6.581500000e-02 6.355614609e-01 5.296664894e-01 5.997113120e-02 3.774215604e-01 3.208994910e-01 1.522449290e-01 6.899642939e-02 2.046645901e-02 18 
3.367601214e+00 5.339402386e+01 9.160303867e+00 6.799643396e-01 2.408532728e+00 3.098957399e+01 3.156000000e-03 5.083000000e-02 2.950000000e-02 7.921000000e-03 6.470000000e-04 3.085000000e-03 3.810000000e-03 2.662000000e-02 2.508000000e-02 1.165000000e-02 3.662000000e-03 1.833000000e-03 3.100000000e-01 3.800000000e-01 3.100000000e-01 2.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 8.000000000e-02 9.513900000e-02 7.265500000e-02 6.175280379e-01 5.267359438e-01 5.243961186e-02 3.663890992e-01 3.451930356e-01 1.603468447e-01 5.040258757e-02 2.522882114e-02 19 
4.385554450e-01 4.581391202e+01 1.568685358e+01 6.748744052e+00 2.247273882e+00 2.906466102e+01 4.280000000e-04 4.541000000e-02 2.881000000e-02 1.412000000e-02 6.690000000e-03 3.646000000e-03 2.278000000e-03 2.472000000e-02 2.320000000e-02 1.287000000e-02 9.030000000e-03 2.309000000e-03 3.700000000e-01 6.000000000e-01 3.600000000e-01 4.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 9.910400000e-02 7.440700000e-02 6.006821117e-01 5.051944038e-01 3.061539909e-02 3.322268066e-01 3.117986211e-01 1.729675971e-01 1.213595495e-01 3.103202656e-02 20 
3.828679535e+00 5.652290845e+01 2.475311286e+00 5.764990504e+00 1.184040643e+00 3.022406958e+01 4.330000000e-03 6.494000000e-02 3.472000000e-02 2.583000000e-03 6.623000000e-03 1.617000000e-03 4.012000000e-03 3.498000000e-02 3.138000000e-02 1.150000000e-02 6.927000000e-03 1.407000000e-03 1.600000000e-01 4.500000000e-01 1.600000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.100000000e-01 1.148130000e-01 9.020600000e-02 5.881128444e-01 5.152650600e-01 4.447597721e-02 3.877790834e-01 3.478704299e-01 1.274859765e-01 7.679090083e-02 1.559763209e-02 21 
4.197687297e+00 4.088637173e+01 1.996236115e+01 6.152121824e+00 1.514833767e+00 2.728662423e+01 3.905000000e-03 3.864000000e-02 2.578000000e-02 1.714000000e-02 5.815000000e-03 3.156000000e-03 4.595000000e-03 2.196000000e-02 1.955000000e-02 1.281000000e-02 8.879000000e-03 2.166000000e-03 3.200000000e-01 5.800000000e-01 3.200000000e-01 4.100000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 9.443600000e-02 6.996000000e-02 5.906645771e-01 4.969982847e-01 6.568038879e-02 3.138936535e-01 2.794453974e-01 1.831046312e-01 1.269153802e-01 3.096054889e-02 22 
1.856275107e+00 5.921154029e+01 3.486711076e+00 6.628593163e+00 3.144851899e+00 2.567202846e+01 1.916000000e-03 6.207000000e-02 2.691000000e-02 3.320000000e-03 6.949000000e-03 3.621000000e-03 3.005000000e-03 3.227000000e-02 2.555000000e-02 1.046000000e-02 7.334000000e-03 1.878000000e-03 3.600000000e-01 5.300000000e-01 3.600000000e-01 3.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.047860000e-01 8.049700000e-02 6.240337450e-01 5.308272358e-01 3.733058375e-02 4.008845050e-01 3.174031330e-01 1.299427308e-01 9.110898543e-02 2.333006199e-02 23 
9.857373451e-01 5.717993052e+01 9.788622588e+00 7.507911822e+00 3.187300382e+00 2.135049734e+01 8.320000000e-04 4.902000000e-02 1.830000000e-02 7.622000000e-03 6.437000000e-03 3.493000000e-03 2.320000000e-03 2.374000000e-02 1.808000000e-02 9.361000000e-03 7.549000000e-03 1.641000000e-03 3.500000000e-01 5.200000000e-01 3.500000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 8.570400000e-02 6.269100000e-02 6.609026417e-01 5.280024246e-01 3.700690689e-02 3.786827455e-01 2.883986537e-01 1.493196791e-01 1.204160087e-01 2.617600613e-02 24 
9.563481810e-01 5.897142627e+01 1.744333748e+01 1.291785349e+00 1.936587934e+00 1.940051479e+01 5.250000000e-04 3.287000000e-02 1.081000000e-02 8.830000000e-03 7.200000000e-04 1.967000000e-03 1.568000000e-03 1.368000000e-02 1.078000000e-02 6.672000000e-03 3.803000000e-03 7.840000000e-04 2.000000000e-01 3.000000000e-01 2.000000000e-01 1.800000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 5.572200000e-02 3.728700000e-02 7.483579197e-01 5.458202591e-01 4.205218977e-02 3.668839006e-01 2.891088047e-01 1.789363585e-01 1.019926516e-01 2.102609489e-02 25 
8.049446871e-01 4.165521447e+01 2.374705660e+01 7.408732471e+00 4.350590281e-01 2.594899274e+01 6.210000000e-04 3.263000000e-02 2.032000000e-02 1.689000000e-02 5.804000000e-03 2.044000000e-03 1.920000000e-03 1.735000000e-02 1.493000000e-02 1.066000000e-02 8.941000000e-03 1.511000000e-03 2.000000000e-01 5.100000000e-01 2.000000000e-01 3.500000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 7.830900000e-02 5.531200000e-02 6.323666501e-01 5.064000579e-01 3.471217819e-02 3.136751519e-01 2.699233439e-01 1.927249060e-01 1.616466590e-01 2.731776106e-02 26 
4.242214787e+00 5.585811819e+01 8.468526451e+00 4.903466743e+00 2.432114251e+00 2.409555957e+01 3.754000000e-03 5.021000000e-02 2.166000000e-02 6.915000000e-03 4.408000000e-03 2.877000000e-03 4.073000000e-03 2.519000000e-02 2.025000000e-02 9.971000000e-03 5.882000000e-03 1.557000000e-03 2.900000000e-01 4.600000000e-01 2.900000000e-01 3.100000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 8.982400000e-02 6.692300000e-02 6.359658888e-01 5.253948568e-01 6.086098950e-02 3.764027315e-01 3.025865547e-01 1.489921253e-01 8.789205505e-02 2.326554398e-02 27 
3.402908223e+00 4.379963070e+01 1.375424473e+01 3.835092503e+00 1.480388178e+00 3.372773567e+01 3.789000000e-03 4.955000000e-02 3.815000000e-02 1.413000000e-02 4.339000000e-03 3.095000000e-03 4.466000000e-03 2.864000000e-02 3.043000000e-02 1.489000000e-02 7.008000000e-03 2.488000000e-03 3.100000000e-01 5.800000000e-01 3.100000000e-01 4.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.130530000e-01 8.792200000e-02 5.632756318e-01 4.950979277e-01 5.079502286e-02 3.257432724e-01 3.461022270e-01 1.693546553e-01 7.970701303e-02 2.829780942e-02 28 
3.065621367e+00 5.434436503e+01 2.242473449e+01 1.118078976e+00 2.273770102e+00 1.677343003e+01 1.641000000e-03 2.956000000e-02 9.121000000e-03 1.108000000e-02 6.080000000e-04 2.350000000e-03 2.416000000e-03 1.302000000e-02 9.351000000e-03 6.490000000e-03 4.055000000e-03 8.240000000e-04 2.400000000e-01 3.100000000e-01 2.400000000e-01 1.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 5.436000000e-02 3.615600000e-02 7.476085357e-01 5.396061511e-01 6.682155106e-02 3.601062064e-01 2.586292731e-01 1.794999447e-01 1.121528930e-01 2.279013165e-02 29 
4.192493693e+00 5.887517811e+01 9.018739789e+00 9.180445178e+00 3.193864444e+00 1.553927878e+01 3.416000000e-03 4.874000000e-02 1.286000000e-02 6.781000000e-03 7.600000000e-03 3.320000000e-03 3.935000000e-03 2.306000000e-02 1.522000000e-02 8.146000000e-03 8.095000000e-03 1.430000000e-03 3.300000000e-01 5.100000000e-01 3.300000000e-01 3.400000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 8.271700000e-02 5.988600000e-02 6.712163159e-01 5.210900711e-01 6.570817887e-02 3.850649568e-01 2.541495508e-01 1.360251144e-01 1.351734963e-01 2.387870287e-02 30 
4.948772214e+00 4.894280744e+01 1.274477004e+01 3.038129002e+00 2.754741920e+00 2.757077938e+01 4.749000000e-03 4.771000000e-02 2.687000000e-02 1.129000000e-02 2.962000000e-03 3.816000000e-03 5.269000000e-03 2.596000000e-02 2.266000000e-02 1.197000000e-02 5.581000000e-03 2.176000000e-03 3.800000000e-01 5.100000000e-01 3.800000000e-01 3.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.200000000e-01 9.739700000e-02 7.361600000e-02 6.057681448e-01 5.152412519e-01 7.157411432e-02 3.526407303e-01 3.078135188e-01 1.626005216e-01 7.581232341e-02 2.955879157e-02 31 
2.679511021e+00 5.105651643e+01 7.990972597e+00 5.187657420e+00 1.806589338e+00 3.127875319e+01 2.979000000e-03 5.766000000e-02 3.532000000e-02 8.196000000e-03 5.859000000e-03 2.861000000e-03 3.629000000e-03 3.177000000e-02 3.038000000e-02 1.292000000e-02 7.221000000e-03 2.072000000e-03 2.900000000e-01 5.400000000e-01 2.900000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.128750000e-01 8.799200000e-02 5.834418605e-01 5.078870806e-01 4.124238567e-02 3.610555505e-01 3.452586599e-01 1.468315301e-01 8.206427857e-02 2.354759524e-02 32 
4.029904610e+00 5.191302439e+01 1.746590179e+01 7.020251609e+00 3.393217633e+00 1.617769997e+01 2.900000000e-03 3.795000000e-02 1.182000000e-02 1.160000000e-02 5.132000000e-03 3.642000000e-03 3.806000000e-03 1.826000000e-02 1.258000000e-02 8.152000000e-03 7.147000000e-03 1.463000000e-03 3.700000000e-01 4.900000000e-01 3.600000000e-01 3.200000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 7.304400000e-02 5.140800000e-02 6.783582498e-01 5.137721755e-01 7.403516962e-02 3.551976346e-01 2.447089947e-01 1.585745409e-01 1.390250545e-01 2.845860566e-02 33 
3.968180908e+00 5.325641353e+01 1.284614150e+01 8.848860447e+00 2.940274184e-01 2.078637620e+01 3.088000000e-03 4.210000000e-02 1.643000000e-02 9.224000000e-03 6.996000000e-03 1.162000000e-03 2.938000000e-03 1.995000000e-02 1.568000000e-02 8.899000000e-03 8.158000000e-03 1.027000000e-03 1.200000000e-01 4.500000000e-01 1.200000000e-01 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.400000000e-01 7.900000000e-02 5.665200000e-02 6.496708861e-01 5.092318012e-01 5.186048154e-02 3.521499682e-01 2.767775189e-01 1.570818329e-01 1.440019770e-01 1.812822142e-02 34 
1.925939559e+00 5.357386478e+01 7.381627204e+00 1.018879473e+00 2.179248659e+00 3.392044033e+01 1.970000000e-03 5.567000000e-02 3.524000000e-02 6.966000000e-03 1.059000000e-03 2.960000000e-03 2.918000000e-03 2.975000000e-02 3.000000000e-02 1.245000000e-02 3.739000000e-03 1.931000000e-03 3.000000000e-01 4.000000000e-01 3.000000000e-01 3.000000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 8.000000000e-02 1.038650000e-01 8.078800000e-02 6.030520387e-01 5.223548052e-01 3.611922563e-02 3.682477596e-01 3.713422786e-01 1.541070456e-01 4.628162598e-02 2.390206466e-02 35 
1.450551462e+00 5.573379290e+01 9.756757880e+00 1.155145779e+00 3.434415262e+00 2.846933671e+01 1.246000000e-03 4.864000000e-02 2.484000000e-02 7.734000000e-03 1.008000000e-03 3.768000000e-03 2.732000000e-03 2.442000000e-02 2.173000000e-02 1.063000000e-02 3.888000000e-03 1.836000000e-03 3.800000000e-01 4.000000000e-01 3.800000000e-01 2.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 8.723600000e-02 6.523600000e-02 6.462240359e-01 5.372800294e-01 4.187871727e-02 3.743331903e-01 3.330982893e-01 1.629468392e-01 5.959899442e-02 2.814396959e-02 36 
1.708793753e+00 5.454404130e+01 2.817866208e+00 3.298803047e+00 1.556463716e+00 3.607403198e+01 2.114000000e-03 6.853000000e-02 4.532000000e-02 3.216000000e-03 4.145000000e-03 2.274000000e-03 2.667000000e-03 3.834000000e-02 3.957000000e-02 1.305000000e-02 5.207000000e-03 1.828000000e-03 2.300000000e-01 4.500000000e-01 2.300000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.000000000e-01 1.255990000e-01 1.006620000e-01 5.712306627e-01 5.105203552e-01 2.649460571e-02 3.808785838e-01 3.930976933e-01 1.296417715e-01 5.172756353e-02 1.815978224e-02 37 
2.244866311e+00 5.744616281e+01 1.162137336e+01 6.670111962e+00 1.661584708e+00 2.035590086e+01 1.643000000e-03 4.272000000e-02 1.513000000e-02 7.849000000e-03 4.960000000e-03 2.024000000e-03 2.287000000e-03 1.946000000e-02 1.515000000e-02 8.341000000e-03 6.395000000e-03 1.099000000e-03 2.000000000e-01 4.300000000e-01 2.000000000e-01 2.700000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 7.432600000e-02 5.273200000e-02 6.803675699e-01 5.272130774e-01 4.337024956e-02 3.690358795e-01 2.873018281e-01 1.581771979e-01 1.212736100e-01 2.084123492e-02 38 
4.677497797e+00 5.101174411e+01 4.899381284e+00 2.402283352e+00 1.221727238e+00 3.578736622e+01 5.899000000e-03 6.535000000e-02 4.584000000e-02 5.701000000e-03 3.078000000e-03 2.135000000e-03 5.458000000e-03 3.763000000e-02 3.921000000e-02 1.396000000e-02 4.730000000e-03 1.952000000e-03 2.100000000e-01 4.400000000e-01 2.100000000e-01 3.300000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 9.000000000e-02 1.280030000e-01 1.029400000e-01 5.550729280e-01 5.011657276e-01 5.302117738e-02 3.655527492e-01 3.809014960e-01 1.356129784e-01 4.594909656e-02 1.896250243e-02 39 
5.587949098e-01 4.765629443e+01 1.913321482e+01 7.892479304e+00 2.258821033e+00 2.250039549e+01 4.380000000e-04 3.791000000e-02 1.789000000e-02 1.382000000e-02 6.278000000e-03 3.186000000e-03 2.128000000e-03 1.908000000e-02 1.522000000e-02 9.887000000e-03 8.652000000e-03 1.653000000e-03 3.200000000e-01 5.300000000e-01 3.200000000e-01 3.600000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.500000000e-01 7.952200000e-02 5.662000000e-02 6.505118081e-01 5.116036736e-01 3.758389262e-02 3.369833981e-01 2.688096079e-01 1.746202755e-01 1.528081950e-01 2.919463087e-02 40 
1.427120808e+00 5.511389429e+01 1.926934204e+00 7.554907550e+00 1.398997656e+00 3.257814549e+01 1.848000000e-03 7.251000000e-02 4.285000000e-02 2.303000000e-03 9.940000000e-03 2.067000000e-03 2.365000000e-03 4.072000000e-02 3.828000000e-02 1.257000000e-02 9.601000000e-03 1.737000000e-03 2.100000000e-01 5.300000000e-01 2.100000000e-01 3.900000000e-01 0.000000000e+00 2.000000000e-02 0.000000000e+00 1.300000000e-01 1.315180000e-01 1.052730000e-01 5.688422877e-01 5.062076696e-01 2.246539949e-02 3.868038338e-01 3.636260010e-01 1.194038357e-01 9.120097271e-02 1.649995725e-02 41 
